,,,,,,,,,,,,,,,,,,,,
,,Nº REGISTRO,PLANOS (HIPERVINCULO),WEIGHT,MEDIDAS,ESCALA,GENERAL TOLERANCE,Nº ALMACENAJE,MATERIAL,COATING,CODE,DWG.,DWG. DATE,APPR.,APPR. DATE,COMPANY,Column 19,PAPER,ENLACE,COMMENTS
,237,PROVISIONAL 01,OPTICAL LAY-OUT,D/S,A1,D/S,N/A,T04.08-T05.04 (5),D/S,D/S,,D/S,D/S,T.A,19/9/1984,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,238,A00,TELESCOPE ADAPTOR,1025KG,A1,1:25.,N/A,A00-A01.05 (6),D/S,D/S,,A.N.N ,15/9/1986,P.H.J,1/2/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,239,A01,ROTATOR,484KG,A1,1:10.,N/A,A00-A01.05 (6),D/S,D/S,,A.N.N,2/10/1986,P.H.J,7/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,240,A01.01,ENCODER MOUNTING,"3,5KG",A2,1:1,N/A,A00-A01.05 (6),D/S,D/S,,A.N.N,27/6/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,241,A01.01.01,CONSOLE,"2,6KG",A2,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,26/6/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,242,A01.01.02,SERVOFLANGE PART A,D/S,A4,1:1,DIN 7168M,A00-A01.05 (6),D/S,D/S,,A.N.N,26/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,243,A01.01.03,SERVOFLANGE PART B,D/S,A4,1:1,DIN 7168M,A00-A01.05 (6),D/S,D/S,,A.N.N,26/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,244,A01.01.04,GEAR WHEEL PART A,97G,A3,2:1,DIN 7168M,A00-A01.05 (6),17 CrNiMo 6,NONE,,A.N.N,26/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,245,A01.01.05,GEAR WHEEL PART B,75G,A3,2:1,DIN 7168M,A00-A01.05 (6),17 CrNiMo 6,NONE,,A.N.N,26/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,246,A01.01.06,DISC,4G,A4,2:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,26/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,247,A01.02,BRAKE,"6,6KG",A2,1:1,N/A,A00-A01.05 (6),D/S,D/S,,A.N.N,11/7/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,248,A01.02.01,TOP PLATE,"0,8KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,19/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,249,A01.02.02,INTERMEDIATE PLATE,"1,1KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,25/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,250,A01.02.03,STRAP,1KG,A2,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,19/6/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,251,A01.02.04,PIN,32G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,19/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,252,A01.02.05,RING SCREW,22G,A4,2:1,DIN 7168M,A00-A01.05 (6),BRASS,BLACK CHEMICAL OXYDATION,,A.N.N,19/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,253,A01.02.06,BOTTOM PLATE,"0,72KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,19/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,254,A01.02.07,SIDE PLATE,"0,26KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,19/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,255,A01.02.08,CONNECTING PIECE A,"0,21KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,24/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,256,A01.02.09,CROSS PIECE,"0,41KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,19/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,257,A01.02.10,THREADED PIN,20G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,19/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,258,A01.02.11,CONNECTING PIECE B,"0,35KG",A3,1:1,DIN 7168F,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,24/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,259,A01.02.12,BRAKE BLOCK,"0,18KG",A3,1:1,DIN 7168F,A00-A01.05 (6),"St 37-2 , RUBBER",PAINT,,A.N.N,24/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,260,A01.02.13,CONNECTING PIECE C,"0,35KG",A3,1:1,DIN 7168F,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,24/6/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,261,A01.03,MOTOR,91KG,A1,1:1,N/A,A00-A01.05 (6),D/S,D/S,,A.N.N,22/8/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,262,A01.03.01,TOP PLATE,17KG,A1,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,6/8/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,263,A01.03.02,LARGE DISK,"0,72KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,7/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,264,A01.03.03,ROTOR PLATE,"15,5KG",A1,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,13/8/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,265,A01.03.04,SHIELD RING,"0,38KG",A2,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,5/8/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,266,A01.03.05,RING,"1,84KG",A3,1:1,DIN 7168M,A00-A01.05 (6),X12 CrNi 18 8 OR SIMILAR,NON MAGNETIC STAINLESS,,A.N.N,6/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,267,A01.03.06,DISK,"0,59KG",A2,1:1,DIN 7168M,A00-A01.05 (6),X12 CrNi 18 8 OR SIMILAR,NON MAGNETIC STAINLESS,,A.N.N,5/8/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,268,A01.03.07,SMALL DISK,"0,21KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,6/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,269,A01.03.08,BEARING HOUSING,"1,21KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,7/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,270,A01.03.09,RETAINING RING,"0,32KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,8/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,271,A01.03.10,COVER,"0,26KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,7/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,272,A01.03.11,KEY,14G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,D/S,,A.N.N,20/8/1986,P.H.J,6/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,273,A01.03.12,FIXATION PIECE,"0,11KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,5/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,274,A01.03.13,OUTER RING,"10,6KG",A1,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,5/8/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,275,A01.03.14,BOTTOM PLATE,"20,4KG",A1,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,PAINT,,A.N.N,13/8/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,276,A01.03.15,LABYRINTH SEAL,"0,24KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,6/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,277,A01.03.16,LABYRINTH RING INNER,"0,065KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,7/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,278,A01.03.17,GEAR WHEEL,"4,14KG",A3,1:1,DIN 7168M,A00-A01.05 (6),17 Cr Ni Mo 6,D/S,,A.N.N,7/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,279,A01.03.18,LABYRINTH RING OUTER,"0,063KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,6/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,280,A01.03.19,SHAFT,"1,65KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 50,BLACK CHEMICAL OXYDATION,,A.N.N,8/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,281,A01.03.20,PINION,"0,8KG",A3,1:1,DIN 7168M,A00-A01.05 (6),17 Cr Ni Mo 6,D/S,,A.N.N,7/8/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,282,A01.04A,CABLE GUIDE,"91,6KG",A1,"1:2,5 (1:1)",N/A,A00-A01.05 (6),D/S,D/S,,A.N.N,19/9/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,283,A01.04B,CABLE GUIDE,"91,6KG",A1,"1:2,5 (1:1)",N/A,A00-A01.05 (6),D/S,D/S,,A.N.N,30/9/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,284,A01.04.01,OUTER STOP RING,"22,9KG",A1,"1:2,5",DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,10/9/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,285,A01.04.02,CABLE LINK PLATE,"32,8KG",A1,"1:2,5 (1:1)",DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,10/9/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,286,A01.04.03,CENTRE FLANGE,"12,7KG",A2,"1:2,5 (1:1)",DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,14/10/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,287,A01.04.04,INNER STOP RING,"5,9KG",A2,"1:2,5 (1:1)",DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,15/10/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,288,A01.04.05,LABYRINTH RING,"0,24KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,12/9/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,289,A01.04.06,CENTRE RING,"3,5KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,12/9/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,290,A01.04.07,DISTANCE RING A,"0,65KG",A4,"1:2,5",DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,12/9/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,291,A01.04.08,DISTANCE RING B,"0,58KG",A4,"1:2,5",DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,12/9/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,292,A01.04.09,COMPRESS RING,"0,53KG",A2,"1:2,5 (1:1)",DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,17/7/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,293,A01.04.10,WIRE CLAMP A,47G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,8/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,294,A01.04.11,CABLE TO WIRE CLAMP A,5G,A4,1:1,DIN 7168M,A00-A01.05 (6),PVC BLACK,D/S,,A.N.N,8/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,295,A01.04.12,CABLE TO WIRE CLAMP B,5G,A4,1:1,DIN 7168M,A00-A01.05 (6),PVC BLACK,D/S,,A.N.N,8/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,296,A01.04.13,WIRE ARM,"0,33KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,7/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,297,A01.04.14,WIRE CLAMP B,47G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,8/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,298,A01.04.15,CABLE PLATE,"0,23KG",A2,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,16/10/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,299,A01.04.16,BUFFER A,"0,54KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,15/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,300,A01.04.17,SHOCK ABSORBER A,"0,25KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,12/9/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,301,A01.04.18,CABLE CLAMP,50G,A3,1:1,DIN 7168M,A00-A01.05 (6),PVC BLACK,D/S,,A.N,17/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,302,A01.04.19,LINK CONNECTION,"0,37KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,16/9/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,303,A01.04.20,SHOCK ABSORBER B,"0,40KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,16/9/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,304,A01.04.21,SHOCK ABSORBER C,"0,40KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,16/9/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,305,A01.04.22,BUFFER B,"0,34KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,25/12/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,306,A01.04.23,SHAFT A,"0,16KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 60-2 DIN 17100,BLACK CHEMICAL OXYDATION,,A.N.N,9/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,307,A01.04.24,RING,3G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,7/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,308,A01.04.25,BEARING HOUSING A,"0,86KG",A3,1:1,DIN 7168M,A00-A01.05 (6),AlMgSi 1,D/S,,A.N.N,10/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,309,A01.04.26,DISTANCE PIECE A,28G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,7/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,310,A01.04.27,STRING WHEEL LARGE,"1,29KG",A3,1:1,DIN 7168M,A00-A01.05 (6),BRASS,D/S,,A.N.N,14/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,311,A01.04.28,DISTANCE PIECE,3G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,10/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,312,A01.04.29,SHAFT B,"0,16KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 60-2 DIN 17100,BLACK CHEMICAL OXYDATION,,A.N.N,9/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,313,A01.04.30,BEARING HOUSING B,"0,17KG",A3,1:1,DIN 7168M,A00-A01.05 (6),AlMgSi 1,D/S,,A.N.N,9/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,314,A01.04.31,DISTANCE PIECE B,"0,10KG",A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,10/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,315,A01.04.32,SHAFT CABLE TWISTER,"0,31KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St 60-2 DIN 17100,BLACK CHEMICAL OXYDATION,,A.N.N,9/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,316,A01.04.33,STRING WHEEL SMALL,"0,12KG",A3,1:1,DIN 7168M,A00-A01.05 (6),BRASS,D/S,,A.N.N,8/10/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,317,A01.04.65,HOUSING,"0,67KG",A3,1:1,DIN 7168M,A00-A01.05 (6),St37-2,BLACK PAINT,,A.N.N,30/10/1987,P.H.J,5/11/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,318,A01.04.66,SPRING,D/S,A4,1:1,N/A,A00-A01.05 (6),D/S,D/S,,A.N.N,26/1/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,319,A01.04.67,ROD,75G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 60-2,D/S,,A.N.N,30/10/1987,P.H.J,5/11/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,320,A01.04.68,COVER,90G,A4,1:1,DIN 7168M,A00-A01.05 (6),St 37-2,BLACK PAINT,,A.N.N,28/10/1987,P.H.J,5/11/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,321,A01.04.69,TIGHTENING WHEEL,26G,A4,1:1,DIN 7168M,A00-A01.05 (6),BRASS,D/S,,A.N.N,30/10/1987,P.H.J,5/11/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,322,A01.04.70,SHAFT D,25G,A4,1:1,DIN 7168F,A00-A01.05 (6),St 60,D/S,,A.N.N,28/10/1987,P.H.J,5/11/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,323,A01.04.71,PISTON,"0,37KG",A3,1:1,DIN 7168M,A00-A01.05 (6),BRASS,D/S,,A.N.N,28/10/1987,P.H.J,5/11/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,324,A01.04.72,ARM,D/S,A4,1:1,N/A,A00-A01.05 (6),D/S,D/S,,A.N.N,21/8/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,325,A01.04.73,TUBE,D/S,A4,1:1,DIN 7168M,A00-A01.05 (6),D/S,D/S,,A.N.N,9/2/1988,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
